"installation_cost","cumcap","year","prog"
"2407",2649.33472056808,37.5389000359251,"2010","IPCC (2014)"
"2408",1780.81375068244,164.532152625122,"2015","IPCC (2014)"
"2409",1559.59200006064,266.060520745302,"2020","IPCC (2014)"
"2410",1431.43202310722,362.473200516649,"2025","IPCC (2014)"
"2411",1289.25372187759,528.028542557462,"2030","IPCC (2014)"
"2412",1161.93130985619,766.837200846156,"2035","IPCC (2014)"
"2413",1085.55094520404,978.444869206586,"2040","IPCC (2014)"
"2414",1013.17050192585,1252.72642307691,"2045","IPCC (2014)"
"2415",935.971845063179,1663.57108961456,"2050","IPCC (2014)"
"2416",885,2248.29613433452,"2055","IPCC (2014)"
"2417",885,3010.62402335963,"2060","IPCC (2014)"
"2418",885,3696.8010673104,"2065","IPCC (2014)"
"2419",885,4379.5323394979,"2070","IPCC (2014)"
"2420",885,5104.75541206965,"2075","IPCC (2014)"
"2421",885,5864.8669179539,"2080","IPCC (2014)"
"2422",885,6664.00084484392,"2085","IPCC (2014)"
"2423",885,7477.02340616775,"2090","IPCC (2014)"
"2424",885,8287.07584898533,"2095","IPCC (2014)"
"2425",885,9073.55928072318,"2100","IPCC (2014)"
"2426",2649.34991641268,37.5380693935646,"2010","IPCC (2014)"
"2427",1781.43866635165,164.322359029926,"2015","IPCC (2014)"
"2428",1622.25160241854,230.749216330911,"2020","IPCC (2014)"
"2429",1508.90239621055,299.762073632698,"2025","IPCC (2014)"
"2430",1416.30647471833,376.605842031288,"2030","IPCC (2014)"
"2431",1334.40873695318,466.593717804478,"2035","IPCC (2014)"
"2432",1263.66719543328,567.440532469689,"2040","IPCC (2014)"
"2433",1201.39920756023,680.263235712221,"2045","IPCC (2014)"
"2434",1145.15111821762,807.891022173855,"2050","IPCC (2014)"
"2435",1094.3111639361,950.671736306391,"2055","IPCC (2014)"
"2436",1046.15937055274,1116.94324158853,"2060","IPCC (2014)"
"2437",1000.11848520803,1312.24083047296,"2065","IPCC (2014)"
"2438",956.433201814992,1539.69488193255,"2070","IPCC (2014)"
"2439",914.777296225946,1805.62840036869,"2075","IPCC (2014)"
"2440",885,2123.78444829252,"2080","IPCC (2014)"
"2441",885,2509.74738344755,"2085","IPCC (2014)"
"2442",885,2904.09975481954,"2090","IPCC (2014)"
"2443",885,3345.09937453413,"2095","IPCC (2014)"
"2444",885,3840.52675355206,"2100","IPCC (2014)"
"2445",2649.36581667739,37.5372002691791,"2010","IPCC (2014)"
"2446",1781.43972729807,164.321979836107,"2015","IPCC (2014)"
"2447",1556.76251148751,267.811221545959,"2020","IPCC (2014)"
"2448",1397.16861506168,395.506097116598,"2025","IPCC (2014)"
"2449",1298.66742734882,514.409158249914,"2030","IPCC (2014)"
"2450",1202.43598838131,678.165749665275,"2035","IPCC (2014)"
"2451",1108.56798331178,907.595076480875,"2040","IPCC (2014)"
"2452",1023.96371056064,1206.09813809688,"2045","IPCC (2014)"
"2453",955.468895149469,1545.27490064497,"2050","IPCC (2014)"
"2454",898.149339783521,1928.10363232063,"2055","IPCC (2014)"
"2455",885,2386.86822001943,"2060","IPCC (2014)"
"2456",885,2847.31799492468,"2065","IPCC (2014)"
"2457",885,3344.17555296948,"2070","IPCC (2014)"
"2458",885,3884.77146341372,"2075","IPCC (2014)"
"2459",885,4452.18535670121,"2080","IPCC (2014)"
"2460",885,5060.11015605818,"2085","IPCC (2014)"
"2461",885,5718.85411512695,"2090","IPCC (2014)"
"2462",885,6421.91252779163,"2095","IPCC (2014)"
"2463",885,7179.41220535448,"2100","IPCC (2014)"
"2464",2126.47514300842,11.5691078966231,"2030","IPCC (2014)"
"2465",1504.63643693418,9032.32327506106,"2040","IPCC (2014)"
"2466",1064.640146307,12722.3165634624,"2050","IPCC (2014)"
"2467",9310.2,3.895,"2005","IPCC (2014)"
"2468",9271.26,6.45,"2010","IPCC (2014)"
"2469",9022.28,8.712,"2015","IPCC (2014)"
"2470",8508.98,11.62,"2020","IPCC (2014)"
"2471",7587.4,19.32,"2025","IPCC (2014)"
"2472",6402.68,32.74,"2030","IPCC (2014)"
"2473",5343.04,63.28,"2035","IPCC (2014)"
"2474",4501.7,104,"2040","IPCC (2014)"
"2475",3964.8,147.2,"2045","IPCC (2014)"
"2476",3643.84,187.5,"2050","IPCC (2014)"
"2477",3136.44,292.3,"2060","IPCC (2014)"
"2478",2739.96,433.9,"2070","IPCC (2014)"
"2479",2396.58,645.5,"2080","IPCC (2014)"
"2480",1930.48,1231,"2090","IPCC (2014)"
"2481",1631.94,1966,"2100","IPCC (2014)"
"2482",9310.2,3.943,"2005","IPCC (2014)"
"2483",9300.76,6.558,"2010","IPCC (2014)"
"2484",9109.6,9.024,"2015","IPCC (2014)"
"2485",8837.02,11.05,"2020","IPCC (2014)"
"2486",8562.08,13.36,"2025","IPCC (2014)"
"2487",8288.32,15.91,"2030","IPCC (2014)"
"2488",7895.38,20.49,"2035","IPCC (2014)"
"2489",7385.62,28.83,"2040","IPCC (2014)"
"2490",6781.46,43.67,"2045","IPCC (2014)"
"2491",6213.88,64.28,"2050","IPCC (2014)"
"2492",5466.94,110.8,"2060","IPCC (2014)"
"2493",5019.72,157.6,"2070","IPCC (2014)"
"2494",4605.54,225.5,"2080","IPCC (2014)"
"2495",4249.18,315.6,"2090","IPCC (2014)"
"2496",4079.26,374.8,"2100","IPCC (2014)"
"2497",8937.32,0.5813,"2005","IPCC (2014)"
"2498",8998.68,0.9787,"2010","IPCC (2014)"
"2499",7686.52,46.88,"2015","IPCC (2014)"
"2500",6403.86,63.14,"2020","IPCC (2014)"
"2501",5715.92,78.37,"2025","IPCC (2014)"
"2502",5184.92,96.08,"2030","IPCC (2014)"
"2503",4579.58,123.7,"2035","IPCC (2014)"
"2504",3912.88,169.6,"2040","IPCC (2014)"
"2505",3294.56,242.7,"2045","IPCC (2014)"
"2506",2821.38,347.7,"2050","IPCC (2014)"
"2507",2218.4,670.4,"2060","IPCC (2014)"
"2508",1811.3,1184,"2070","IPCC (2014)"
"2509",1528.1,1918,"2080","IPCC (2014)"
"2510",1332.22,2855,"2090","IPCC (2014)"
"2511",1242.54,3554,"2100","IPCC (2014)"
"2512",8937.32,0.5813,"2005","IPCC (2014)"
"2513",8998.68,0.9787,"2010","IPCC (2014)"
"2514",9008.12,1.366,"2015","IPCC (2014)"
"2515",8964.46,1.755,"2020","IPCC (2014)"
"2516",8818.14,2.488,"2025","IPCC (2014)"
"2517",8527.86,3.788,"2030","IPCC (2014)"
"2518",8125.48,5.745,"2035","IPCC (2014)"
"2519",7670,8.414,"2040","IPCC (2014)"
"2520",7205.08,11.83,"2045","IPCC (2014)"
"2521",6746.06,16.08,"2050","IPCC (2014)"
"2522",5777.28,29.75,"2060","IPCC (2014)"
"2523",4768.38,57.12,"2070","IPCC (2014)"
"2524",3919.96,104.7,"2080","IPCC (2014)"
"2525",3257.98,181.1,"2090","IPCC (2014)"
"2526",2946.46,241.6,"2100","IPCC (2014)"
"2527",8937.32,0.5813,"2005","IPCC (2014)"
"2528",8998.68,0.9787,"2010","IPCC (2014)"
"2529",9011.66,1.371,"2015","IPCC (2014)"
"2530",8955.02,1.821,"2020","IPCC (2014)"
"2531",8781.56,2.666,"2025","IPCC (2014)"
"2532",8487.74,3.978,"2030","IPCC (2014)"
"2533",8105.42,5.842,"2035","IPCC (2014)"
"2534",7654.66,8.509,"2040","IPCC (2014)"
"2535",7192.1,11.88,"2045","IPCC (2014)"
"2536",6748.42,15.91,"2050","IPCC (2014)"
"2537",5866.96,27.98,"2060","IPCC (2014)"
"2538",5003.2,48.95,"2070","IPCC (2014)"
"2539",4264.52,81.3,"2080","IPCC (2014)"
"2540",3683.96,126.9,"2090","IPCC (2014)"
"2541",3378.34,164.3,"2100","IPCC (2014)"
"2542",8937.32,0.5813,"2005","IPCC (2014)"
"2543",8998.68,0.9787,"2010","IPCC (2014)"
"2544",7688.88,46.89,"2015","IPCC (2014)"
"2545",6445.16,62.3,"2020","IPCC (2014)"
"2546",5917.7,72.69,"2025","IPCC (2014)"
"2547",5633.32,80.43,"2030","IPCC (2014)"
"2548",5243.92,92.69,"2035","IPCC (2014)"
"2549",4724.72,112.5,"2040","IPCC (2014)"
"2550",4151.24,144.1,"2045","IPCC (2014)"
"2551",3626.14,192.4,"2050","IPCC (2014)"
"2552",2836.72,357.2,"2060","IPCC (2014)"
"2553",2252.62,664.2,"2070","IPCC (2014)"
"2554",1840.8,1149,"2080","IPCC (2014)"
"2555",1569.4,1797,"2090","IPCC (2014)"
"2556",1437.24,2308,"2100","IPCC (2014)"
"2557",2425.86545454545,207.928,"2020","IPCC (2014)"
"2558",1923.07818181818,812.221,"2030","IPCC (2014)"
"2559",1630.33090909091,2116.69,"2040","IPCC (2014)"
"2560",1464.48727272727,4076.756,"2050","IPCC (2014)"
"2561",1369.98,6514.87,"2060","IPCC (2014)"
"2562",1314.52,9718.895,"2070","IPCC (2014)"
"2563",1283.84,14288.09,"2080","IPCC (2014)"
"2564",1267.32,19336.073,"2090","IPCC (2014)"
"2565",1256.7,23644.158,"2100","IPCC (2014)"
"2566",3278.79090909091,22.98,"2020","IPCC (2014)"
"2567",3014.9,22.98,"2030","IPCC (2014)"
"2568",2834.36,26.38,"2040","IPCC (2014)"
"2569",2715.71636363636,26.38,"2050","IPCC (2014)"
"2570",2637.3,26.38,"2060","IPCC (2014)"
"2571",2584.2,28.93,"2070","IPCC (2014)"
"2572",2549.98,28.93,"2080","IPCC (2014)"
"2573",2528.74,28.93,"2090","IPCC (2014)"
"2574",2514.58,30.992,"2100","IPCC (2014)"
"2575",2425.86545454545,22.98,"2020","IPCC (2014)"
"2576",1923.07818181818,60.048,"2030","IPCC (2014)"
"2577",1630.33090909091,323.955,"2040","IPCC (2014)"
"2578",1464.48727272727,685.232,"2050","IPCC (2014)"
"2579",1369.98,1526.832,"2060","IPCC (2014)"
"2580",1314.52,3083.871,"2070","IPCC (2014)"
"2581",1283.84,4109.606,"2080","IPCC (2014)"
"2582",1267.32,5263.815,"2090","IPCC (2014)"
"2583",1256.7,6885.884,"2100","IPCC (2014)"
"2584",2425.86545454545,326.131,"2020","IPCC (2014)"
"2585",1923.07818181818,1172.349,"2030","IPCC (2014)"
"2586",1630.33090909091,2767.527,"2040","IPCC (2014)"
"2587",1464.48727272727,5601.456,"2050","IPCC (2014)"
"2588",1369.98,8417.054,"2060","IPCC (2014)"
"2589",1314.52,12219.083,"2070","IPCC (2014)"
"2590",1283.84,16632.104,"2080","IPCC (2014)"
"2591",1267.32,20489.786,"2090","IPCC (2014)"
"2592",1256.7,24744.485,"2100","IPCC (2014)"
"2593",3278.79090909091,22.98,"2020","IPCC (2014)"
"2594",3014.9,22.98,"2030","IPCC (2014)"
"2595",2834.36,26.38,"2040","IPCC (2014)"
"2596",2715.71636363636,26.38,"2050","IPCC (2014)"
"2597",2637.3,26.38,"2060","IPCC (2014)"
"2598",2584.2,29.293,"2070","IPCC (2014)"
"2599",2549.98,29.293,"2080","IPCC (2014)"
"2600",2528.74,42.499,"2090","IPCC (2014)"
"2601",2514.58,51.477,"2100","IPCC (2014)"
"2602",3278.79090909091,22.98,"2020","IPCC (2014)"
"2603",3014.9,22.98,"2030","IPCC (2014)"
"2604",2834.36,26.38,"2040","IPCC (2014)"
"2605",2715.71636363636,26.38,"2050","IPCC (2014)"
"2606",2637.3,26.38,"2060","IPCC (2014)"
"2607",2584.2,28.93,"2070","IPCC (2014)"
"2608",2549.98,28.93,"2080","IPCC (2014)"
"2609",2528.74,28.93,"2090","IPCC (2014)"
"2610",2514.58,30.992,"2100","IPCC (2014)"
"2611",2425.86545454545,109.745,"2020","IPCC (2014)"
"2612",1923.07818181818,157.16,"2030","IPCC (2014)"
"2613",1630.33090909091,362.811,"2040","IPCC (2014)"
"2614",1464.48727272727,815.759,"2050","IPCC (2014)"
"2615",1369.98,1842.364,"2060","IPCC (2014)"
"2616",1314.52,3642.928,"2070","IPCC (2014)"
"2617",1283.84,5275.678,"2080","IPCC (2014)"
"2618",1267.32,7396.935,"2090","IPCC (2014)"
"2619",1256.7,10584.265,"2100","IPCC (2014)"
"2620",8536.52735351562,21.8038139648438,"2010","IPCC (2014)"
"2621",5523.12885742187,157.970163574219,"2020","IPCC (2014)"
"2622",2926.51379394531,763.238257324219,"2030","IPCC (2014)"
"2623",1713.41848144531,3223.37663232422,"2040","IPCC (2014)"
"2624",1495.02658203125,6048.03763232422,"2050","IPCC (2014)"
"2625",1419.00142333984,9144.21713232422,"2060","IPCC (2014)"
"2626",1379.30332519531,12739.1111323242,"2070","IPCC (2014)"
"2627",1356.87309814453,16869.9031323242,"2080","IPCC (2014)"
"2628",1343.76288330078,21573.4131323242,"2090","IPCC (2014)"
"2629",1335.89928955078,26868.0571323242,"2100","IPCC (2014)"
"2630",8536.52735351562,21.3857729492188,"2010","IPCC (2014)"
"2631",5581.68866210937,144.726179199219,"2020","IPCC (2014)"
"2632",2883.90530761719,906.887694824219,"2030","IPCC (2014)"
"2633",1820.58112060547,2469.65563232422,"2040","IPCC (2014)"
"2634",1541.52739746094,4453.05063232422,"2050","IPCC (2014)"
"2635",1437.15947998047,6877.40063232422,"2060","IPCC (2014)"
"2636",1394.50288330078,9358.75413232422,"2070","IPCC (2014)"
"2637",1373.45719726562,11980.3511323242,"2080","IPCC (2014)"
"2638",1360.14215332031,14796.1071323242,"2090","IPCC (2014)"
"2639",1351.26046386719,17893.0291323242,"2100","IPCC (2014)"
"2640",8536.52735351562,21.8035561523438,"2010","IPCC (2014)"
"2641",5511.01484375,159.406694824219,"2020","IPCC (2014)"
"2642",2920.836484375,759.635194824219,"2030","IPCC (2014)"
"2643",1784.91507324219,2355.09338232422,"2040","IPCC (2014)"
"2644",1516.74350830078,4723.86413232422,"2050","IPCC (2014)"
"2645",1437.35984375,7660.54663232422,"2060","IPCC (2014)"
"2646",1397.00289306641,11170.5451323242,"2070","IPCC (2014)"
"2647",1374.43409667969,15151.2971323242,"2080","IPCC (2014)"
"2648",1361.31019775391,19705.5751323242,"2090","IPCC (2014)"
"2649",1353.46259277344,24830.0571323242,"2100","IPCC (2014)"
"2650",8536.52735351562,21.8036811523437,"2010","IPCC (2014)"
"2651",5503.6605859375,161.209929199219,"2020","IPCC (2014)"
"2652",2841.29134765625,894.520757324219,"2030","IPCC (2014)"
"2653",1782.74319335937,2581.20963232422,"2040","IPCC (2014)"
"2654",1516.65650634766,5059.05613232422,"2050","IPCC (2014)"
"2655",1433.59686523437,8099.04563232422,"2060","IPCC (2014)"
"2656",1391.15129150391,11659.0231323242,"2070","IPCC (2014)"
"2657",1367.48056640625,15656.7951323242,"2080","IPCC (2014)"
"2658",1353.78366455078,20196.1271323242,"2090","IPCC (2014)"
"2659",1345.59712646484,25321.5151323242,"2100","IPCC (2014)"
"2660",8536.52735351562,21.2288803710938,"2010","IPCC (2014)"
"2661",6686.03844726562,89.8932885742188,"2020","IPCC (2014)"
"2662",4567.65180175781,274.789288574219,"2030","IPCC (2014)"
"2663",3090.360078125,802.311882324219,"2040","IPCC (2014)"
"2664",2683.33526855469,1565.55925732422,"2050","IPCC (2014)"
"2665",2560.346484375,2543.15938232422,"2060","IPCC (2014)"
"2666",2507.54263671875,3744.43188232422,"2070","IPCC (2014)"
"2667",2483.04582519531,5160.54263232422,"2080","IPCC (2014)"
"2668",2471.44921386719,6757.41613232422,"2090","IPCC (2014)"
"2669",2463.7109375,8504.92713232422,"2100","IPCC (2014)"
"2670",8536.52735351562,21.2288569335938,"2010","IPCC (2014)"
"2671",6678.83975585937,89.8514526367187,"2020","IPCC (2014)"
"2672",4555.55622558594,274.592101074219,"2030","IPCC (2014)"
"2673",3092.16522460937,800.445882324219,"2040","IPCC (2014)"
"2674",2685.16432617188,1566.89913232422,"2050","IPCC (2014)"
"2675",2561.27642578125,2539.91113232422,"2060","IPCC (2014)"
"2676",2508.2190625,3739.14563232422,"2070","IPCC (2014)"
"2677",2483.07175292969,5155.25863232422,"2080","IPCC (2014)"
"2678",2471.1112890625,6759.67613232422,"2090","IPCC (2014)"
"2679",2463.72102050781,8519.64213232422,"2100","IPCC (2014)"
"2680",3315.86018,39.34,"2010","IPCC (2014)"
"2681",2787.63082,78.189,"2015","IPCC (2014)"
"2682",2787.55058,78.198,"2020","IPCC (2014)"
"2683",2778.41384,79.224,"2025","IPCC (2014)"
"2684",2708.1295,87.723,"2030","IPCC (2014)"
"2685",2163.01198,220.256,"2035","IPCC (2014)"
"2686",1600.29358,883.943,"2040","IPCC (2014)"
"2687",1307.37274,2744.457,"2045","IPCC (2014)"
"2688",1161.92594,6103.432,"2050","IPCC (2014)"
"2689",1026.59292,15804.345,"2060","IPCC (2014)"
"2690",979.91802,27469.551,"2070","IPCC (2014)"
"2691",942.53444,42863.033,"2080","IPCC (2014)"
"2692",915.56082,62208.053,"2090","IPCC (2014)"
"2693",897.09382,82931.823,"2100","IPCC (2014)"
"2694",3315.86018,39.34,"2010","IPCC (2014)"
"2695",2787.63082,78.189,"2015","IPCC (2014)"
"2696",2787.58834,78.194,"2020","IPCC (2014)"
"2697",2779.55372,79.095,"2025","IPCC (2014)"
"2698",2701.12384,88.634,"2030","IPCC (2014)"
"2699",2450.12604,131.242,"2035","IPCC (2014)"
"2700",2068.2686,266.933,"2040","IPCC (2014)"
"2701",1718.47176,621.142,"2045","IPCC (2014)"
"2702",1468.7696,1390.4,"2050","IPCC (2014)"
"2703",1185.95074,4709.128,"2060","IPCC (2014)"
"2704",1088.81432,10165.826,"2070","IPCC (2014)"
"2705",1025.18046,17387.195,"2080","IPCC (2014)"
"2706",988.57332,25017.11,"2090","IPCC (2014)"
"2707",967.6177,31553.901,"2100","IPCC (2014)"
"2708",3315.86018,39.34,"2010","IPCC (2014)"
"2709",2787.455,78.209,"2015","IPCC (2014)"
"2710",2781.56798,78.868,"2020","IPCC (2014)"
"2711",2723.12848,85.815,"2025","IPCC (2014)"
"2712",2514.87736,118.062,"2030","IPCC (2014)"
"2713",2164.49642,219.615,"2035","IPCC (2014)"
"2714",1809.40374,486.438,"2040","IPCC (2014)"
"2715",1536.44378,1091.347,"2045","IPCC (2014)"
"2716",1348.8108,2267.13,"2050","IPCC (2014)"
"2717",1123.1417,7093.174,"2060","IPCC (2014)"
"2718",1035.24114,15857.108,"2070","IPCC (2014)"
"2719",972.99496,29673.175,"2080","IPCC (2014)"
"2720",935.55592,46976.913,"2090","IPCC (2014)"
"2721",911.97598,65627.756,"2100","IPCC (2014)"
"2722",3315.86018,39.34,"2010","IPCC (2014)"
"2723",3921.37364,78.189,"2015","IPCC (2014)"
"2724",3921.33588,78.197,"2020","IPCC (2014)"
"2725",3921.2875,78.206,"2025","IPCC (2014)"
"2726",3921.23794,78.216,"2030","IPCC (2014)"
"2727",3921.1754,78.228,"2035","IPCC (2014)"
"2728",3919.15878,78.621,"2040","IPCC (2014)"
"2729",3912.35372,79.967,"2045","IPCC (2014)"
"2730",3906.83722,81.081,"2050","IPCC (2014)"
"2731",3904.53622,81.526,"2060","IPCC (2014)"
"2732",3899.17194,82.666,"2070","IPCC (2014)"
"2733",3889.65524,84.694,"2080","IPCC (2014)"
"2734",3884.89984,85.733,"2090","IPCC (2014)"
"2735",3879.98042,86.827,"2100","IPCC (2014)"
"2736",3317.78712,39.249,"2010","IPCC (2014)"
"2737",2503.30746,120.285,"2015","IPCC (2014)"
"2738",2188.64394,209.525,"2020","IPCC (2014)"
"2739",2046.96016,279.218,"2025","IPCC (2014)"
"2740",1963.81854,335.111,"2030","IPCC (2014)"
"2741",1807.84024,488.403,"2035","IPCC (2014)"
"2742",1576.59092,954.135,"2040","IPCC (2014)"
"2743",1370.88152,2058.278,"2045","IPCC (2014)"
"2744",1230.79192,4061.659,"2050","IPCC (2014)"
"2745",1070.90074,10694.99,"2060","IPCC (2014)"
"2746",1007.012,20703.777,"2070","IPCC (2014)"
"2747",957.91102,35382.934,"2080","IPCC (2014)"
"2748",925.5271,53888.767,"2090","IPCC (2014)"
"2749",904.21158,73965.903,"2100","IPCC (2014)"
"2750",3318.37476,39.221,"2010","IPCC (2014)"
"2751",2716.3364,86.672,"2015","IPCC (2014)"
"2752",2644.07674,96.52,"2020","IPCC (2014)"
"2753",2636.41028,97.648,"2025","IPCC (2014)"
"2754",2635.23382,97.823,"2030","IPCC (2014)"
"2755",2374.67094,149.152,"2035","IPCC (2014)"
"2756",1863.70026,424.335,"2040","IPCC (2014)"
"2757",1493.0658,1271.519,"2045","IPCC (2014)"
"2758",1284.2294,3071.952,"2050","IPCC (2014)"
"2759",1084.29728,9539.282,"2060","IPCC (2014)"
"2760",1014.19584,19297.087,"2070","IPCC (2014)"
"2761",961.9891,33701.135,"2080","IPCC (2014)"
"2762",927.84108,52177.18,"2090","IPCC (2014)"
"2763",905.52138,72461.985,"2100","IPCC (2014)"
"2764",2649.36189708554,37.5374145157785,"2010","IPCC (2014)"
"2765",1781.3946076614,164.337125257933,"2015","IPCC (2014)"
"2766",1620.21324951483,231.801215958978,"2020","IPCC (2014)"
"2767",1503.01314071347,304.020430723918,"2025","IPCC (2014)"
"2768",1401.11826940989,391.508519661413,"2030","IPCC (2014)"
"2769",1178.21828212899,729.366617293765,"2035","IPCC (2014)"
"2770",1057.36271286181,1075.00268144122,"2040","IPCC (2014)"
"2771",967.548282642576,1477.19614915854,"2045","IPCC (2014)"
"2772",894.575949888287,1955.64570445974,"2050","IPCC (2014)"
"2773",885,2516.16401284538,"2055","IPCC (2014)"
"2774",885,3039.47094370932,"2060","IPCC (2014)"
"2775",885,3573.64140182736,"2065","IPCC (2014)"
"2776",885,4129.32240642678,"2070","IPCC (2014)"
"2777",885,4703.82863626332,"2075","IPCC (2014)"
"2778",885,5297.86613689353,"2080","IPCC (2014)"
"2779",885,5917.79539206459,"2085","IPCC (2014)"
"2780",885,6597.05886270394,"2090","IPCC (2014)"
"2781",885,7356.72967684998,"2095","IPCC (2014)"
"2782",885,8204.38348226216,"2100","IPCC (2014)"
"2783",2649.74727590443,37.5163564721421,"2010","IPCC (2014)"
"2784",1781.46517233725,164.313452355219,"2015","IPCC (2014)"
"2785",1624.88976932538,229.396554552637,"2020","IPCC (2014)"
"2786",1514.90957100365,295.495992249604,"2025","IPCC (2014)"
"2787",1428.2778514915,365.364086042818,"2030","IPCC (2014)"
"2788",1277.33665559915,545.936361165487,"2035","IPCC (2014)"
"2789",1171.38408110233,744.879446326642,"2040","IPCC (2014)"
"2790",1085.57413169952,978.369120661314,"2045","IPCC (2014)"
"2791",1010.69999587837,1263.71984627169,"2050","IPCC (2014)"
"2792",948.166547329639,1588.27142145505,"2055","IPCC (2014)"
"2793",895.866376656948,1945.72130054522,"2060","IPCC (2014)"
"2794",885,2371.50992302435,"2065","IPCC (2014)"
"2795",885,2782.75380642014,"2070","IPCC (2014)"
"2796",885,3174.61524594081,"2075","IPCC (2014)"
"2797",885,3573.03465848419,"2080","IPCC (2014)"
"2798",885,3969.79981000512,"2085","IPCC (2014)"
"2799",885,4371.54652441617,"2090","IPCC (2014)"
"2800",885,4780.13745238408,"2095","IPCC (2014)"
"2801",885,5159.00553366724,"2100","IPCC (2014)"
"2802",2649.34991641268,37.5380693935646,"2010","IPCC (2014)"
"2803",1778.74768089637,165.228214385923,"2015","IPCC (2014)"
"2804",1612.09601897505,236.051221040429,"2020","IPCC (2014)"
"2805",1477.08625705432,323.706055638123,"2025","IPCC (2014)"
"2806",1363.48448336643,431.798631374268,"2030","IPCC (2014)"
"2807",1265.86933824168,563.904261576479,"2035","IPCC (2014)"
"2808",1184.08352982559,716.625131153896,"2040","IPCC (2014)"
"2809",1111.8572876998,898.003806820615,"2045","IPCC (2014)"
"2810",1047.81669552812,1110.63034729135,"2050","IPCC (2014)"
"2811",987.393894464759,1373.7863429508,"2055","IPCC (2014)"
"2812",933.567678428776,1678.94723136273,"2060","IPCC (2014)"
"2813",885,2033.73355578999,"2065","IPCC (2014)"
"2814",885,2474.07014661648,"2070","IPCC (2014)"
"2815",885,2855.33296314616,"2075","IPCC (2014)"
"2816",885,3253.86803547204,"2080","IPCC (2014)"
"2817",885,3661.33301341771,"2085","IPCC (2014)"
"2818",885,4078.61408416993,"2090","IPCC (2014)"
"2819",885,4502.55055876692,"2095","IPCC (2014)"
"2820",885,4922.08448843899,"2100","IPCC (2014)"
"2821",2649.16871791083,37.5479755694912,"2010","IPCC (2014)"
"2822",1781.29393576235,164.370905761922,"2015","IPCC (2014)"
"2823",1617.21099903029,233.361771560933,"2020","IPCC (2014)"
"2824",1491.04434054052,312.913725697103,"2025","IPCC (2014)"
"2825",1376.13903966938,417.6867593437,"2030","IPCC (2014)"
"2826",1027.88891239849,1189.6806859054,"2035","IPCC (2014)"
"2827",885,2136.6376757075,"2040","IPCC (2014)"
"2828",885,3199.25597948372,"2045","IPCC (2014)"
"2829",885,3965.14155732466,"2050","IPCC (2014)"
"2830",885,4700.51147580506,"2055","IPCC (2014)"
"2831",885,5442.73205574991,"2060","IPCC (2014)"
"2832",885,6106.93893887894,"2065","IPCC (2014)"
"2833",885,6822.21477656749,"2070","IPCC (2014)"
"2834",885,7633.0054875418,"2075","IPCC (2014)"
"2835",885,8594.59346930989,"2080","IPCC (2014)"
"2836",885,9388.41957347745,"2085","IPCC (2014)"
"2837",885,10246.6964571173,"2090","IPCC (2014)"
"2838",885,11240.8890686828,"2095","IPCC (2014)"
"2839",885,12122.332159434,"2100","IPCC (2014)"
"2840",2649.33472056808,37.5389000359251,"2010","IPCC (2014)"
"2841",1774.38346112258,166.71073691171,"2015","IPCC (2014)"
"2842",1571.05180826736,259.116368917817,"2020","IPCC (2014)"
"2843",1386.53416768991,406.530476285255,"2025","IPCC (2014)"
"2844",1211.80019559939,659.548507499223,"2030","IPCC (2014)"
"2845",1054.18153776314,1086.80358207049,"2035","IPCC (2014)"
"2846",916.47407499679,1793.69890642067,"2040","IPCC (2014)"
"2847",885,2778.67504819476,"2045","IPCC (2014)"
"2848",885,3682.8924025912,"2050","IPCC (2014)"
"2849",885,4509.36885713615,"2055","IPCC (2014)"
"2850",885,5312.31612767907,"2060","IPCC (2014)"
"2851",885,6070.09132790979,"2065","IPCC (2014)"
"2852",885,6847.06088889814,"2070","IPCC (2014)"
"2853",885,7610.64461646116,"2075","IPCC (2014)"
"2854",885,8338.22308750539,"2080","IPCC (2014)"
"2855",885,9075.19501465366,"2085","IPCC (2014)"
"2856",885,9846.289224495,"2090","IPCC (2014)"
"2857",885,10617.0908072953,"2095","IPCC (2014)"
"2858",885,11374.7980546553,"2100","IPCC (2014)"
"2859",2649.34991641268,37.5380693935646,"2010","IPCC (2014)"
"2860",1781.43866635165,164.322359029926,"2015","IPCC (2014)"
"2861",1622.25160241854,230.749216330911,"2020","IPCC (2014)"
"2862",1508.90239621055,299.762073632698,"2025","IPCC (2014)"
"2863",1416.30647471833,376.605842031288,"2030","IPCC (2014)"
"2864",1334.40873695318,466.593717804478,"2035","IPCC (2014)"
"2865",1263.66719543328,567.440532469689,"2040","IPCC (2014)"
"2866",1201.39920756023,680.263235712221,"2045","IPCC (2014)"
"2867",1145.15111821762,807.891022173855,"2050","IPCC (2014)"
"2868",1094.3111639361,950.671736306391,"2055","IPCC (2014)"
"2869",1046.15937055274,1116.94324158853,"2060","IPCC (2014)"
"2870",1000.11848520803,1312.24083047296,"2065","IPCC (2014)"
"2871",956.433201814992,1539.69488193255,"2070","IPCC (2014)"
"2872",914.777296225946,1805.62840036869,"2075","IPCC (2014)"
"2873",885,2123.78444829252,"2080","IPCC (2014)"
"2874",885,2509.74738344755,"2085","IPCC (2014)"
"2875",885,2904.09975481954,"2090","IPCC (2014)"
"2876",885,3345.09937453413,"2095","IPCC (2014)"
"2877",885,3840.52675355206,"2100","IPCC (2014)"
